milservice,msndate,valid_aircraft_root,missionid,tgttype,resultsbda,VALIDATED_ROOT,AIRCRAFT_APPLICATION
USN,1972-06-26,A-4,9912,WAREHOUSE,DESTROYED,A-4,FIGHTER
USAF,1971-11-21,F-4,8685,AAA\37MM  CR MORE,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1972-06-02,F-4,7000,MISSILE,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1971-07-30,A-1,D309,TRENCH,DESTROYED,A-1,FIGHTER
USAF,1973-05-12,A-7,6712,FOX HOLES,DESTROYED,A-7,ATTACK
USN,1973-01-24,A-6,9826,TRUCKS,DAMAGED,A-6,ATTACK
USN,1972-05-09,A-6,3200,WAREHOUSE,DAMAGED,A-6,ATTACK
USAF,1971-02-09,F-4,0650,AAA\37MM  CR MORE,DAMAGED,F-4,"FIGHTER, BOMBER"
USN,1972-09-12,A-7,9902,TRUCKS,DESTROYED,A-7,ATTACK
USAF,1972-12-28,F-4,1541,TRAIN CAR ANY,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-05-04,A-37,E403,TUNNELS,DESTROYED,A-37,ATTACK
USAF,1971-05-03,F-4,8193,SUPPLIES\RICE\WEAPONS,DAMAGED,F-4,"FIGHTER, BOMBER"
USN,1972-09-25,A-7,9615,SUPPLIES\RICE\WEAPONS,DESTROYED,A-7,ATTACK
USAF,1973-04-12,F-4,6808,BRIDGE\ANY,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1971-08-02,F-4,5860,TRUCKS,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-09-17,A-37,E405,CAVES,DESTROYED,A-37,ATTACK
USAF,1972-12-17,F-4,6826,TRUCKS,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1973-01-14,A-37,C658,12.7 GUN SITE,DESTROYED,A-37,ATTACK
USAF,1970-02-07,F-4,0414,ARTILLERY,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1971-06-20,F-4,8143,WEAPONS\ANY,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-05-09,F-5,D374,MORTAR SITE,DESTROYED,F-5,FIGHTER
VNAF,1971-07-15,A-37,E418,TRENCH,DESTROYED,A-37,ATTACK
USAF,1971-06-25,F-4,7362,AAA\37MM  CR MORE,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-08-28,A-37,E403,FOX HOLES,DESTROYED,A-37,ATTACK
RLAF,1972-04-17,T-28,1390,BOATS\BARGES,DESTROYED,T-28,TRAIN
USAF,1970-01-09,F-4,0435,AAA\37MM  CR MORE,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1973-06-30,AC-130,6517,TRUCKS,DESTROYED,AC-130,ATTACK
VNAF,1972-05-18,A-1,D325,TRENCH,DESTROYED,A-1,FIGHTER
USAF,1971-04-28,AC-119,4230,SAMPANS,DAMAGED,AC-119,TRANSPORT
VNAF,1972-08-15,A-37,E410,TUNNELS,DESTROYED,A-37,ATTACK
USN,1972-12-20,A-7,9407,TRUCKS,DESTROYED,A-7,ATTACK
USN,1972-12-21,A-7,9610,RAILROAD BRIDGE,DESTROYED,A-7,ATTACK
USAF,1971-07-03,F-4,7332,AAA\37MM  CR MORE,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-12-22,A-37,E409,CAVES,DESTROYED,A-37,ATTACK
USAF,1972-06-19,F-4,6477,BRIDGE\ANY,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-04-16,A-37,C213,AA SITE,DESTROYED,A-37,ATTACK
VNAF,1972-04-27,F-5,D380,FOX HOLES,DESTROYED,F-5,FIGHTER
USAF,1972-06-14,A-37,6258,AUTO WEAPONS\ZPU,DAMAGED,A-37,ATTACK
RLAF,1972-10-07,T-28,1405,BRIDGE\ANY,DAMAGED,T-28,TRAIN
VNAF,1973-01-24,A-37,C218,CAVES,DESTROYED,A-37,ATTACK
RAAF,1971-05-18,B-57,6110,FOX HOLES,DAMAGED,B-57,"TACTICAL, BOMBER"
USN,1972-09-21,A-6,1652,130MM GUN SITE,DAMAGED,A-6,ATTACK
VNAF,1972-02-04,A-37,E437,TRENCH,DESTROYED,A-37,ATTACK
USAF,1973-06-10,F-4,6839,FOX HOLES,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1971-11-17,F-4,8615,MOVERS\ANY,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1972-03-21,A-1,D305,TRENCH,DESTROYED,A-1,FIGHTER
USAF,1972-12-13,A-7,6014,FOX HOLES,DAMAGED,A-7,ATTACK
USAF,1970-07-20,A-1,1475,STORAGE AREA,DESTROYED,A-1,FIGHTER
VNAF,1971-05-07,A-37,E421,FOX HOLES,DESTROYED,A-37,ATTACK
VNAF,1972-06-29,A-1,D323,TUNNELS,DESTROYED,A-1,FIGHTER
VNAF,1972-08-19,A-37,C208,TRENCH,DESTROYED,A-37,ATTACK
USAF,1970-12-19,AC-130,1133,TRUCKS,DAMAGED,AC-130,ATTACK
VNAF,1972-01-06,A-1,D302,FOX HOLES,DESTROYED,A-1,FIGHTER
USN,1972-06-29,A-7,9575,TRUCKS,DAMAGED,A-7,ATTACK
VNAF,1971-12-25,A-37,E435,TRENCH,DESTROYED,A-37,ATTACK
USAF,1972-05-21,F-4,7224,POL STORAGE,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1971-07-25,A-1,D326,TRAILS,DESTROYED,A-1,FIGHTER
USN,1972-03-07,A-7,9431,TRUCKS,DAMAGED,A-7,ATTACK
VNAF,1972-03-12,A-37,E440,TUNNELS,DESTROYED,A-37,ATTACK
VNAF,1972-05-15,A-1,D318,SAM LAUNCHER\EQMT,DESTROYED,A-1,FIGHTER
VNAF,1972-12-03,A-1,C274,CAVES,DESTROYED,A-1,FIGHTER
USAF,1971-03-25,F-4,5904,23MM GUN SITE,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1971-10-16,A-37,E403,FOX HOLES,DESTROYED,A-37,ATTACK
VNAF,1971-12-24,A-1,D324,FOX HOLES,DESTROYED,A-1,FIGHTER
VNAF,1972-07-12,A-37,B170,TUNNELS,DESTROYED,A-37,ATTACK
USMC,1972-12-09,A-4,8966,FOX HOLES,DESTROYED,A-4,FIGHTER
USN,1972-08-20,A-7,9927,AAA\37MM  CR MORE,DESTROYED,A-7,ATTACK
USN,1972-02-09,A-4,9822,BOATS\BARGES,DESTROYED,A-4,FIGHTER
VNAF,1971-12-11,A-37,E437,TUNNELS,DAMAGED,A-37,ATTACK
VNAF,1970-11-07,A-1,D192,TRENCH,DESTROYED,A-1,FIGHTER
VNAF,1972-05-27,A-37,E428,TUNNELS,DESTROYED,A-37,ATTACK
USN,1972-02-18,A-4,9013,TRAILS,DESTROYED,A-4,FIGHTER
VNAF,1970-09-17,F-5,D962,SAMPANS,DAMAGED,F-5,FIGHTER
VNAF,1972-02-23,A-1,D334,TUNNELS,DESTROYED,A-1,FIGHTER
USAF,1971-11-13,A-37,6543,FOX HOLES,DAMAGED,A-37,ATTACK
USAF,1971-04-25,AC-130,7933,TRUCKS,DESTROYED,AC-130,ATTACK
USAF,1971-06-08,A-37,5206,FOX HOLES,DESTROYED,A-37,ATTACK
USAF,1971-02-17,F-4,0652,BRIDGES,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1971-07-15,AC-130,7908,TRUCKS,DAMAGED,AC-130,ATTACK
USAF,1973-05-15,AC-130,6547,TRUCKS,DAMAGED,AC-130,ATTACK
VNAF,1972-07-31,A-37,E429,TUNNELS,DESTROYED,A-37,ATTACK
USAF,1971-07-08,AC-119,7919,TRUCKS,DAMAGED,AC-119,TRANSPORT
USAF,1971-06-23,F-4,8142,TRUCKS,DESTROYED,F-4,"FIGHTER, BOMBER"
USN,1972-03-13,A-7,9419,SUPPLIES\RICE\WEAPONS,DESTROYED,A-7,ATTACK
USAF,1971-07-04,F-4,7211,TRUCKS,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1970-12-24,AC-130,1124,TRUCKS,DAMAGED,AC-130,ATTACK
VNAF,1972-08-06,F-5,D357,TUNNELS,DESTROYED,F-5,FIGHTER
USAF,1971-12-26,A-37,6202,BRIDGE\ANY,DAMAGED,A-37,ATTACK
USAF,1971-05-04,AC-119,4238,TRUCKS,DAMAGED,AC-119,TRANSPORT
USAF,1973-03-18,A-7,6607,BRIDGE\ANY,DESTROYED,A-7,ATTACK
VNAF,1970-06-14,A-37,B312,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1972-07-28,A-37,E428,TUNNELS,DESTROYED,A-37,ATTACK
VNAF,1971-12-18,A-1,D306,TUNNELS,DESTROYED,A-1,FIGHTER
USAF,1973-01-09,F-4,6805,AAA\37MM  CR MORE,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1970-11-15,F-4,0657,TRUCKS,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1970-10-07,AC-119,1506,TRUCKS,DAMAGED,AC-119,TRANSPORT
USAF,1972-08-01,F-4,6024,ARTILLERY,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-09-16,A-37,E418,TUNNELS,DESTROYED,A-37,ATTACK
VNAF,1972-01-17,A-37,E429,TUNNELS,DAMAGED,A-37,ATTACK
USAF,1970-07-21,F-100,5234,SAMPANS,DESTROYED,F-100,"FIGHTER, BOMBER"
VNAF,1972-05-22,A-37,B143,AUTO WEAPONS\ZPU,DESTROYED,A-37,ATTACK
VNAF,1972-05-30,A-37,E413,TUNNELS,DESTROYED,A-37,ATTACK
VNAF,1972-05-27,A-37,B144,TUNNELS,DESTROYED,A-37,ATTACK
VNAF,1971-08-13,A-1,D319,TRENCH,DESTROYED,A-1,FIGHTER
USAF,1973-05-26,F-4,6832,BOATS\BARGES,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1973-01-26,F-5,D388,TRAILS,DESTROYED,F-5,FIGHTER
RAAF,1970-01-22,B-57,5000,TRENCH,DAMAGED,B-57,"TACTICAL, BOMBER"
USN,1972-05-28,A-7,1390,TRUCKS,DESTROYED,A-7,ATTACK
VNAF,1972-11-01,A-37,E414,FOX HOLES,DESTROYED,A-37,ATTACK
VNAF,1971-05-19,A-1,D303,TRENCH,DESTROYED,A-1,FIGHTER
VNAF,1972-04-06,A-37,E413,TUNNELS,DAMAGED,A-37,ATTACK
USAF,1970-04-17,F-4,1461,CAVES,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1970-12-15,AC-119,1113,TRUCKS,DESTROYED,AC-119,TRANSPORT
USAF,1971-07-11,F-4,5962,FOX HOLES,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1973-01-29,AC-130,5351,TRUCKS,DAMAGED,AC-130,ATTACK
USN,1971-08-24,A-7,8734,SUPPLIES\RICE\WEAPONS,DESTROYED,A-7,ATTACK
VNAF,1972-03-23,A-37,B113,TRENCH,DESTROYED,A-37,ATTACK
USN,1972-06-09,A-7,1375,BOATS\BARGES,DESTROYED,A-7,ATTACK
USAF,1971-05-28,F-4,7450,57MM GUN SITE,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-01-14,A-1,D318,FOX HOLES,DESTROYED,A-1,FIGHTER
VNAF,1972-09-11,A-1,C265,TRENCH,DESTROYED,A-1,FIGHTER
USAF,1973-03-26,AC-130,6535,MILITARY VEHICLES,DAMAGED,AC-130,ATTACK
USAF,1970-09-29,A-37,4824,SAMPANS,DAMAGED,A-37,ATTACK
RLAF,1971-08-21,T-28,1392,CAVES,DAMAGED,T-28,TRAIN
VNAF,1972-06-23,A-37,B103,12.7 GUN SITE,DESTROYED,A-37,ATTACK
USN,1972-10-05,A-7,9725,RAILROAD BRIDGE,DAMAGED,A-7,ATTACK
RLAF,1972-02-10,T-28,1392,TRUCKS,DESTROYED,T-28,TRAIN
USN,1971-04-29,A-4,8506,TRUCKS,DAMAGED,A-4,FIGHTER
USAF,1972-03-18,A-37,6234,TUNNELS,DESTROYED,A-37,ATTACK
VNAF,1970-11-19,A-37,E445,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1971-04-28,A-37,E496,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1972-06-24,A-37,E430,TUNNELS,DESTROYED,A-37,ATTACK
USAF,1972-04-23,F-4,8604,TRUCKS,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1973-01-18,A-1,C602,MORTAR SITE,DESTROYED,A-1,FIGHTER
USAF,1971-07-06,A-37,5511,FOX HOLES,DAMAGED,A-37,ATTACK
USAF,1971-07-26,AC-119,4231,SAMPANS,DAMAGED,AC-119,TRANSPORT
VNAF,1972-11-09,A-37,E450,TRENCH,DESTROYED,A-37,ATTACK
USAF,1971-04-21,F-4,7713,23MM GUN SITE,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1971-07-07,F-4,8146,SUPPLIES\RICE\WEAPONS,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1971-08-31,A-37,E413,FOX HOLES,DESTROYED,A-37,ATTACK
VNAF,1972-06-27,A-37,E419,FOX HOLES,DESTROYED,A-37,ATTACK
USAF,1970-12-09,AC-130,1123,TRUCKS,DAMAGED,AC-130,ATTACK
USN,1972-05-16,A-7,3227,"LOCOMT,RAIL VEH",DAMAGED,A-7,ATTACK
USAF,1972-10-20,F-4,6710,ARTILLERY,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1971-04-26,F-4,7000,TRUCKS,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1970-03-05,F-5,D107,ARTILLERY,DESTROYED,F-5,FIGHTER
USAF,1973-05-07,F-4,6913,TRUCKS,DESTROYED,F-4,"FIGHTER, BOMBER"
USN,1972-08-22,A-7,9791,CRATE\STORAGE CONT,DAMAGED,A-7,ATTACK
VNAF,1972-07-29,A-37,E433,FOX HOLES,DAMAGED,A-37,ATTACK
USN,1971-01-30,A-4,1812,FERRY,DESTROYED,A-4,FIGHTER
USAF,1970-12-20,F-100,4806,FOX HOLES,DESTROYED,F-100,"FIGHTER, BOMBER"
VNAF,1972-12-09,A-37,E416,FOX HOLES,DESTROYED,A-37,ATTACK
VNAF,1972-12-16,F-5,D375,TRAILS,DESTROYED,F-5,FIGHTER
USMC,1972-06-24,A-4,8958,FOX HOLES,DESTROYED,A-4,FIGHTER
USAF,1971-02-03,F-4,0914,TRUCKS,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1971-11-10,A-1,D328,TRENCH,DESTROYED,A-1,FIGHTER
USAF,1973-01-16,A-7,6036,TRENCH,DAMAGED,A-7,ATTACK
VNAF,1972-09-08,A-37,E430,TRENCH,DESTROYED,A-37,ATTACK
USN,1970-03-06,A-7,1703,TRUCKS,DESTROYED,A-7,ATTACK
VNAF,1970-07-15,A-37,B644,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1972-04-18,A-1,D307,TANK,DESTROYED,A-1,FIGHTER
USAF,1970-02-10,F-100,5207,FOX HOLES,DESTROYED,F-100,"FIGHTER, BOMBER"
VNAF,1972-08-04,A-37,E411,TUNNELS,DESTROYED,A-37,ATTACK
USAF,1970-06-20,F-4,4486,BULLDOZER,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1971-06-19,F-100,5610,FOX HOLES,DAMAGED,F-100,"FIGHTER, BOMBER"
USAF,1970-08-27,F-100,4089,FOX HOLES,DESTROYED,F-100,"FIGHTER, BOMBER"
VNAF,1971-10-26,A-37,E411,TRENCH,DESTROYED,A-37,ATTACK
USN,1972-06-12,A-6,9928,MORTAR SITE,DESTROYED,A-6,ATTACK
VNAF,1972-08-23,A-37,B168,TANK,DESTROYED,A-37,ATTACK
VNAF,1970-02-15,A-1,7044,TRENCH,DESTROYED,A-1,FIGHTER
VNAF,1973-01-25,A-37,E411,CAVES,DAMAGED,A-37,ATTACK
RAAF,1970-05-26,B-57,5012,TRENCH,DESTROYED,B-57,"TACTICAL, BOMBER"
USAF,1971-01-20,AC-130,1132,TRUCKS,DAMAGED,AC-130,ATTACK
USAF,1971-06-20,AC-130,7955,TRUCKS,DAMAGED,AC-130,ATTACK
VNAF,1971-05-25,A-37,E417,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1972-06-25,A-37,B119,ARTILLERY,DESTROYED,A-37,ATTACK
USAF,1971-06-13,F-4,5804,BULLDOZER,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1970-04-10,F-100,0530,TRUCKS,DAMAGED,F-100,"FIGHTER, BOMBER"
USAF,1971-02-08,AC-130,1141,TRUCKS,DAMAGED,AC-130,ATTACK
USN,1972-08-19,A-7,9754,MIL BRKS\ADMIN SPT,DAMAGED,A-7,ATTACK
USN,1972-09-19,A-7,9753,AAA SITE UNK CAL,DESTROYED,A-7,ATTACK
USAF,1970-10-14,F-100,4785,DOWNED AIRCRAFT,DESTROYED,F-100,"FIGHTER, BOMBER"
USN,1973-01-14,A-7,9410,BRIDGES,DAMAGED,A-7,ATTACK
VNAF,1972-05-16,A-1,D343,ARTILLERY,DESTROYED,A-1,FIGHTER
VNAF,1972-11-12,A-37,E469,CAVES,DESTROYED,A-37,ATTACK
USAF,1970-09-03,A-37,4836,BOATS\BARGES,DAMAGED,A-37,ATTACK
VNAF,1972-01-17,A-1,D333,FOX HOLES,DESTROYED,A-1,FIGHTER
VNAF,1972-03-22,A-1,C260,TUNNELS,DESTROYED,A-1,FIGHTER
VNAF,1971-11-18,A-1,D316,TRAILS,DAMAGED,A-1,FIGHTER
VNAF,1970-12-04,A-1,D815,TRENCH,DESTROYED,A-1,FIGHTER
USAF,1971-11-20,F-4,8676,23MM GUN SITE,DESTROYED,F-4,"FIGHTER, BOMBER"
USN,1972-06-07,A-7,3336,AAA SITE UNK CAL,DESTROYED,A-7,ATTACK
USAF,1970-07-16,A-1,1445,SAMPANS,DESTROYED,A-1,FIGHTER
VNAF,1972-07-23,A-37,E445,TUNNELS,DAMAGED,A-37,ATTACK
USAF,1970-05-18,A-1,1048,TRUCKS,DESTROYED,A-1,FIGHTER
USN,1971-11-03,A-6,9423,TRUCKS,DAMAGED,A-6,ATTACK
USN,1972-07-14,A-7,1375,PONTOON BRIDGE,DESTROYED,A-7,ATTACK
USAF,1971-05-26,F-4,7312,TRUCKS,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1971-07-20,A-37,C219,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1972-06-26,A-1,D322,FOX HOLES,DESTROYED,A-1,FIGHTER
VNAF,1971-12-22,F-5,D376,TRAILS,DAMAGED,F-5,FIGHTER
USAF,1971-07-03,A-37,5502,FOX HOLES,DESTROYED,A-37,ATTACK
USN,1972-03-03,A-7,9419,TRUCKS,DAMAGED,A-7,ATTACK
USN,1972-08-17,F-4,9814,AREA COMPLEX,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1973-05-09,A-7,6701,MORTAR SITE,DESTROYED,A-7,ATTACK
VNAF,1970-12-02,A-37,E684,TRENCH,DESTROYED,A-37,ATTACK
USN,1971-10-01,A-6,8622,SAMPANS,DAMAGED,A-6,ATTACK
USAF,1971-03-28,AC-130,1133,TRUCKS,DAMAGED,AC-130,ATTACK
USN,1973-01-15,A-6,9605,BRIDGES,DESTROYED,A-6,ATTACK
VNAF,1970-12-31,A-1,D535,FOX HOLES,DESTROYED,A-1,FIGHTER
VNAF,1972-12-15,A-1,D310,CAVES,DAMAGED,A-1,FIGHTER
USAF,1972-09-25,OV-10,7703,FOX HOLES,DAMAGED,OV-10,"ATTACK, OBSERV"
USAF,1970-07-26,F-4,8011,FERRY,DESTROYED,F-4,"FIGHTER, BOMBER"
USN,1970-04-19,A-7,1811,BULLDOZER,DAMAGED,A-7,ATTACK
VNAF,1973-01-21,A-37,B103,CAVES,DESTROYED,A-37,ATTACK
RAAF,1970-07-20,B-57,5041,BASE CAMP AREA,DAMAGED,B-57,"TACTICAL, BOMBER"
VNAF,1971-12-18,A-37,E442,TUNNELS,DESTROYED,A-37,ATTACK
USAF,1971-10-01,OV-10,4400,WATERCRAFT,DESTROYED,OV-10,"ATTACK, OBSERV"
USAF,1970-05-05,F-105,1475,TRUCKS,DAMAGED,F-105,"FIGHTER, BOMBER"
USN,1972-07-10,A-7,1385,TRUCKS,DESTROYED,A-7,ATTACK
USN,1972-12-11,A-7,9058,BRIDGE\ANY,DESTROYED,A-7,ATTACK
VNAF,1971-06-16,A-37,E437,FOX HOLES,DESTROYED,A-37,ATTACK
USAF,1972-12-27,F-4,4450,RADIO COMMUNICATN,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1970-12-18,A-37,E993,FOX HOLES,DESTROYED,A-37,ATTACK
VNAF,1972-08-12,A-37,B111,FOX HOLES,DESTROYED,A-37,ATTACK
USN,1971-01-04,A-4,1804,TRUCKS,DAMAGED,A-4,FIGHTER
USAF,1973-06-15,A-7,6674,MORTAR SITE,DESTROYED,A-7,ATTACK
VNAF,1971-10-06,A-37,E435,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1972-04-26,A-37,E451,ARTILLERY,DESTROYED,A-37,ATTACK
VNAF,1972-01-23,A-1,D305,FOX HOLES,DESTROYED,A-1,FIGHTER
VNAF,1972-07-14,A-37,B116,MORTAR SITE,DESTROYED,A-37,ATTACK
VNAF,1971-05-05,A-37,B725,BRIDGES,DESTROYED,A-37,ATTACK
USN,1972-11-24,A-7,9835,BOATS\BARGES,DAMAGED,A-7,ATTACK
USAF,1971-04-15,F-4,7311,23MM GUN SITE,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1972-01-19,A-37,6511,FOX HOLES,DESTROYED,A-37,ATTACK
USN,1970-01-23,A-6,1845,TRUCKS,DAMAGED,A-6,ATTACK
USN,1972-09-10,A-7,9014,SUPPLY STORAGE\DMPS,DESTROYED,A-7,ATTACK
VNAF,1970-03-23,A-37,E133,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1972-02-27,A-37,E412,TUNNELS,DESTROYED,A-37,ATTACK
USAF,1971-02-19,F-100,5628,FORDS\SUBSURFACE BRIDGE,DESTROYED,F-100,"FIGHTER, BOMBER"
USAF,1970-09-06,A-37,5343,FOX HOLES,DESTROYED,A-37,ATTACK
USAF,1973-02-12,F-4,6819,TANK,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1973-08-07,A-7,6705,FOX HOLES,DAMAGED,A-7,ATTACK
VNAF,1971-11-15,A-1,D327,FOX HOLES,DESTROYED,A-1,FIGHTER
VNAF,1970-07-22,A-37,E754,TRENCH,DESTROYED,A-37,ATTACK
USAF,1970-05-23,A-37,4860,CAVES,DAMAGED,A-37,ATTACK
VNAF,1972-09-13,A-1,D315,CAVES,DESTROYED,A-1,FIGHTER
VNAF,1972-01-14,A-37,E440,FOX HOLES,DESTROYED,A-37,ATTACK
USN,1971-04-06,A-4,6612,LANDING ZONE CONST,DESTROYED,A-4,FIGHTER
VNAF,1972-07-13,A-1,D345,AA SITE,DESTROYED,A-1,FIGHTER
USAF,1970-12-07,F-4,1417,TRENCH,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-09-28,A-37,B156,CAVES,DESTROYED,A-37,ATTACK
VNAF,1971-10-20,F-5,D357,FOX HOLES,DESTROYED,F-5,FIGHTER
USAF,1972-07-06,F-4,7034,WAREHOUSE,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1972-11-17,A-1,D312,CAVES,DESTROYED,A-1,FIGHTER
USAF,1972-02-26,F-4,7045,MORTAR SITE,DAMAGED,F-4,"FIGHTER, BOMBER"
USN,1972-10-15,A-7,9641,BRIDGES,DAMAGED,A-7,ATTACK
USN,1972-09-28,F-4,9604,SAM SITE,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-07-13,A-1,D337,TRENCH,DESTROYED,A-1,FIGHTER
USN,1971-08-18,A-7,8712,SUPPLY STORAGE\DMPS,DESTROYED,A-7,ATTACK
USN,1972-06-25,A-7,3204,BRIDGE\ANY,DAMAGED,A-7,ATTACK
USAF,1970-12-24,AC-119,1112,TRUCKS,DAMAGED,AC-119,TRANSPORT
USAF,1970-06-09,F-4,4968,TUNNELS,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1971-07-01,F-5,D352,TRAILS,DESTROYED,F-5,FIGHTER
USN,1970-02-13,A-7,1760,TRUCKS,DESTROYED,A-7,ATTACK
USAF,1973-01-23,F-4,7229,130MM GUN SITE,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1970-08-05,AC-119,1109,TRUCKS,DESTROYED,AC-119,TRANSPORT
USMC,1972-08-15,A-6,8918,MIL BRKS\ADMIN SPT,DESTROYED,A-6,ATTACK
USAF,1971-05-16,F-4,8124,AAA\37MM  CR MORE,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1970-01-19,F-100,5303,TUNNELS,DESTROYED,F-100,"FIGHTER, BOMBER"
RLAF,1971-12-23,T-28,1390,CAVES,DAMAGED,T-28,TRAIN
USN,1972-04-22,A-4,9031,CRATE\STORAGE CONT,DESTROYED,A-4,FIGHTER
VNAF,1972-04-21,A-37,E442,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1973-01-16,A-1,D346,CAVES,DAMAGED,A-1,FIGHTER
USAF,1972-02-18,A-37,6513,WATERCRAFT,DAMAGED,A-37,ATTACK
VNAF,1971-10-08,A-1,D337,TRENCH,DESTROYED,A-1,FIGHTER
VNAF,1972-02-11,A-37,E430,TUNNELS,DESTROYED,A-37,ATTACK
RLAF,1971-07-02,T-28,1394,TRENCH,DESTROYED,T-28,TRAIN
USAF,1971-01-30,A-1,1620,LANDING ZONE PREP,OBSERVED,A-1,FIGHTER
USAF,1973-03-19,F-4,6956,BRIDGE\ANY,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1971-08-14,A-37,E436,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1970-10-07,A-37,E705,TRENCH,DESTROYED,A-37,ATTACK
USAF,1971-03-09,F-4,1424,AAA\37MM  CR MORE,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-04-26,A-37,E411,TUNNELS,DESTROYED,A-37,ATTACK
USAF,1971-04-18,AC-130,7936,TRUCKS,DESTROYED,AC-130,ATTACK
VNAF,1972-04-03,A-37,B110,MORTAR SITE,DESTROYED,A-37,ATTACK
USAF,1973-05-10,F-4,6900,TRUCKS,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1970-12-20,F-4,1422,AAA\37MM  CR MORE,DESTROYED,F-4,"FIGHTER, BOMBER"
USN,1972-05-14,A-6,1356,ROAD\HIWAY\APPRCH,DAMAGED,A-6,ATTACK
USAF,1972-04-14,AC-119,5267,TRUCKS,DAMAGED,AC-119,TRANSPORT
VNAF,1971-12-06,A-37,E416,TUNNELS,DAMAGED,A-37,ATTACK
VNAF,1972-05-03,A-37,C204,POL STORAGE,DESTROYED,A-37,ATTACK
USAF,1971-01-24,AC-119,1116,TRUCKS,DESTROYED,AC-119,TRANSPORT
VNAF,1972-01-09,A-37,E413,TUNNELS,DAMAGED,A-37,ATTACK
RLAF,1971-06-22,T-28,1390,SUPPLIES\RICE\WEAPONS,DAMAGED,T-28,TRAIN
USAF,1971-05-12,A-37,5212,BRIDGES,DAMAGED,A-37,ATTACK
RLAF,1971-04-07,T-28,7801,ARTILLERY,DAMAGED,T-28,TRAIN
VNAF,1972-03-04,A-37,E416,TUNNELS,DESTROYED,A-37,ATTACK
USAF,1970-11-13,F-4,0669,AAA\37MM  CR MORE,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1971-12-27,F-4,9905,FORDS\SUBSURFACE BRIDGE,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1973-01-17,A-37,E417,CAVES,DAMAGED,A-37,ATTACK
